test_id,Day,Demand,holdingcost,orderingcost
536,17,16,6,409
536,18,64,6,409
536,19,21,6,409
536,20,29,6,409
537,1,48,3,993
537,2,55,3,993
537,3,29,3,993
537,4,23,3,993
537,5,100,3,993
537,6,10,3,993
537,7,75,3,993
537,8,37,3,993
537,9,52,3,993
537,10,37,3,993
537,11,83,3,993
537,12,22,3,993
537,13,96,3,993
537,14,49,3,993
537,15,76,3,993
537,16,95,3,993
537,17,10,3,993
537,18,98,3,993
537,19,71,3,993
537,20,90,3,993
538,1,19,9,913
538,2,75,9,913
538,3,96,9,913
538,4,14,9,913
538,5,10,9,913
538,6,61,9,913
538,7,67,9,913
538,8,41,9,913
538,9,33,9,913
538,10,78,9,913
538,11,69,9,913
538,12,33,9,913
538,13,10,9,913
538,14,75,9,913
538,15,93,9,913
538,16,12,9,913
538,17,53,9,913
538,18,69,9,913
538,19,93,9,913
538,20,30,9,913
539,1,64,1,491
539,2,9,1,491
539,3,20,1,491
539,4,17,1,491
539,5,94,1,491
539,6,44,1,491
539,7,92,1,491
539,8,52,1,491
539,9,36,1,491
539,10,75,1,491
539,11,5,1,491
539,12,90,1,491
539,13,72,1,491
539,14,50,1,491
539,15,45,1,491
539,16,100,1,491
539,17,42,1,491
539,18,82,1,491
539,19,17,1,491
539,20,48,1,491
540,1,54,8,225
540,2,40,8,225
540,3,40,8,225
540,4,27,8,225
540,5,76,8,225
540,6,44,8,225
540,7,14,8,225
540,8,62,8,225
540,9,39,8,225
540,10,40,8,225
540,11,32,8,225
540,12,39,8,225
540,13,98,8,225
540,14,84,8,225
540,15,44,8,225
540,16,20,8,225
540,17,24,8,225
540,18,48,8,225
540,19,45,8,225
540,20,87,8,225
541,1,68,5,524
541,2,13,5,524
541,3,4,5,524
541,4,39,5,524
541,5,73,5,524
541,6,59,5,524
541,7,0,5,524
541,8,15,5,524
541,9,20,5,524
541,10,55,5,524
541,11,0,5,524
541,12,13,5,524
541,13,72,5,524
541,14,64,5,524
541,15,99,5,524
541,16,28,5,524
541,17,91,5,524
541,18,85,5,524
541,19,41,5,524
541,20,78,5,524
542,1,11,9,441
542,2,15,9,441
542,3,19,9,441
542,4,19,9,441
542,5,72,9,441
542,6,74,9,441
542,7,73,9,441
542,8,70,9,441
542,9,47,9,441
542,10,96,9,441
542,11,53,9,441
542,12,83,9,441
542,13,12,9,441
542,14,68,9,441
542,15,80,9,441
542,16,31,9,441
542,17,81,9,441
542,18,21,9,441
542,19,26,9,441
542,20,35,9,441
543,1,21,7,305
543,2,3,7,305
543,3,78,7,305
543,4,81,7,305
543,5,51,7,305
543,6,95,7,305
543,7,17,7,305
543,8,25,7,305
543,9,4,7,305
543,10,38,7,305
543,11,77,7,305
543,12,89,7,305
543,13,18,7,305
543,14,78,7,305
543,15,97,7,305
543,16,95,7,305
543,17,95,7,305
543,18,92,7,305
543,19,76,7,305
543,20,30,7,305
544,1,96,5,157
544,2,35,5,157
544,3,69,5,157
544,4,70,5,157
544,5,72,5,157
544,6,55,5,157
544,7,8,5,157
544,8,90,5,157
544,9,40,5,157
544,10,51,5,157
544,11,37,5,157
544,12,36,5,157
544,13,47,5,157
544,14,11,5,157
544,15,63,5,157
544,16,65,5,157
544,17,70,5,157
544,18,40,5,157
544,19,37,5,157
544,20,21,5,157
545,1,3,7,660
545,2,96,7,660
545,3,68,7,660
545,4,3,7,660
545,5,24,7,660
545,6,95,7,660
545,7,79,7,660
545,8,41,7,660
545,9,1,7,660
545,10,35,7,660
545,11,68,7,660
545,12,54,7,660
545,13,4,7,660
545,14,56,7,660
545,15,86,7,660
545,16,97,7,660
545,17,28,7,660
545,18,95,7,660
545,19,12,7,660
545,20,95,7,660
546,1,88,8,527
546,2,32,8,527
546,3,2,8,527
546,4,89,8,527
546,5,61,8,527
546,6,24,8,527
546,7,62,8,527
546,8,6,8,527
546,9,82,8,527
546,10,91,8,527
546,11,30,8,527
546,12,9,8,527
546,13,72,8,527
546,14,96,8,527
546,15,23,8,527
546,16,11,8,527
546,17,8,8,527
546,18,21,8,527
546,19,25,8,527
546,20,52,8,527
547,1,12,10,310
547,2,23,10,310
547,3,79,10,310
547,4,26,10,310
547,5,51,10,310
547,6,90,10,310
547,7,0,10,310
547,8,53,10,310
547,9,65,10,310
547,10,92,10,310
547,11,65,10,310
547,12,87,10,310
547,13,38,10,310
547,14,20,10,310
547,15,4,10,310
547,16,68,10,310
547,17,43,10,310
547,18,66,10,310
547,19,57,10,310
547,20,19,10,310
548,1,29,7,962
548,2,80,7,962
548,3,78,7,962
548,4,4,7,962
548,5,88,7,962
548,6,54,7,962
548,7,24,7,962
548,8,99,7,962
548,9,16,7,962
548,10,48,7,962
548,11,37,7,962
548,12,99,7,962
548,13,70,7,962
548,14,67,7,962
548,15,8,7,962
548,16,31,7,962
548,17,16,7,962
548,18,82,7,962
548,19,60,7,962
548,20,9,7,962
549,1,18,2,564
549,2,32,2,564
549,3,50,2,564
549,4,72,2,564
549,5,85,2,564
549,6,12,2,564
549,7,66,2,564
549,8,77,2,564
549,9,46,2,564
549,10,92,2,564
549,11,39,2,564
549,12,6,2,564
549,13,22,2,564
549,14,90,2,564
549,15,61,2,564
549,16,23,2,564
549,17,18,2,564
549,18,46,2,564
549,19,69,2,564
549,20,50,2,564
550,1,66,4,315
550,2,53,4,315
550,3,67,4,315
550,4,6,4,315
550,5,69,4,315
550,6,20,4,315
550,7,64,4,315
550,8,82,4,315
550,9,69,4,315
550,10,70,4,315
550,11,69,4,315
550,12,18,4,315
550,13,68,4,315
550,14,13,4,315
550,15,99,4,315
550,16,9,4,315
550,17,38,4,315
550,18,20,4,315
550,19,49,4,315
550,20,40,4,315
551,1,57,1,293
551,2,52,1,293
551,3,44,1,293
551,4,34,1,293
551,5,16,1,293
551,6,7,1,293
551,7,95,1,293
551,8,53,1,293
551,9,98,1,293
551,10,87,1,293
551,11,18,1,293
551,12,79,1,293
551,13,76,1,293
551,14,25,1,293
551,15,2,1,293
551,16,37,1,293
551,17,68,1,293
551,18,49,1,293
551,19,38,1,293
551,20,56,1,293
552,1,94,6,311
552,2,58,6,311
552,3,89,6,311
552,4,30,6,311
552,5,89,6,311
552,6,0,6,311
552,7,12,6,311
552,8,56,6,311
552,9,74,6,311
552,10,64,6,311
552,11,85,6,311
552,12,34,6,311
552,13,83,6,311
552,14,78,6,311
552,15,70,6,311
552,16,21,6,311
552,17,26,6,311
552,18,26,6,311
552,19,98,6,311
552,20,93,6,311
553,1,42,1,748
553,2,53,1,748
553,3,20,1,748
553,4,27,1,748
553,5,4,1,748
553,6,5,1,748
553,7,81,1,748
553,8,72,1,748
553,9,75,1,748
553,10,45,1,748
553,11,38,1,748
553,12,66,1,748
553,13,25,1,748
553,14,38,1,748
553,15,20,1,748
553,16,94,1,748
553,17,32,1,748
553,18,96,1,748
553,19,11,1,748
553,20,47,1,748
554,1,60,2,364
554,2,61,2,364
554,3,33,2,364
554,4,78,2,364
554,5,3,2,364
554,6,48,2,364
554,7,12,2,364
554,8,46,2,364
554,9,91,2,364
554,10,20,2,364
554,11,26,2,364
554,12,91,2,364
554,13,96,2,364
554,14,49,2,364
554,15,40,2,364
554,16,56,2,364
554,17,25,2,364
554,18,98,2,364
554,19,74,2,364
554,20,60,2,364
555,1,23,10,539
555,2,32,10,539
555,3,30,10,539
555,4,51,10,539
555,5,39,10,539
555,6,96,10,539
555,7,65,10,539
555,8,38,10,539
555,9,29,10,539
555,10,74,10,539
555,11,25,10,539
555,12,76,10,539
555,13,0,10,539
555,14,31,10,539
555,15,73,10,539
555,16,20,10,539
555,17,65,10,539
555,18,65,10,539
555,19,76,10,539
555,20,15,10,539
556,1,50,7,123
556,2,72,7,123
556,3,9,7,123
556,4,66,7,123
556,5,97,7,123
556,6,77,7,123
556,7,71,7,123
556,8,14,7,123
556,9,3,7,123
556,10,37,7,123
556,11,23,7,123
556,12,20,7,123
556,13,32,7,123
556,14,17,7,123
556,15,50,7,123
556,16,38,7,123
556,17,37,7,123
556,18,46,7,123
556,19,34,7,123
556,20,87,7,123
557,1,24,8,294
557,2,25,8,294
557,3,11,8,294
557,4,40,8,294
557,5,3,8,294
557,6,27,8,294
557,7,81,8,294
557,8,96,8,294
557,9,80,8,294
557,10,68,8,294
557,11,68,8,294
557,12,76,8,294
557,13,19,8,294
557,14,6,8,294
557,15,97,8,294
557,16,7,8,294
557,17,59,8,294
557,18,69,8,294
557,19,31,8,294
557,20,16,8,294
558,1,10,4,221
558,2,81,4,221
558,3,87,4,221
558,4,4,4,221
558,5,32,4,221
558,6,74,4,221
558,7,49,4,221
558,8,45,4,221
558,9,33,4,221
558,10,85,4,221
558,11,46,4,221
558,12,81,4,221
558,13,50,4,221
558,14,64,4,221
558,15,55,4,221
558,16,16,4,221
558,17,61,4,221
558,18,71,4,221
558,19,37,4,221
558,20,68,4,221
559,1,98,8,733
559,2,44,8,733
559,3,70,8,733
559,4,87,8,733
559,5,54,8,733
559,6,71,8,733
559,7,32,8,733
559,8,27,8,733
559,9,31,8,733
559,10,72,8,733
559,11,35,8,733
559,12,18,8,733
559,13,83,8,733
559,14,81,8,733
559,15,43,8,733
559,16,52,8,733
559,17,90,8,733
559,18,90,8,733
559,19,47,8,733
559,20,89,8,733
560,1,95,8,922
560,2,60,8,922
560,3,61,8,922
560,4,58,8,922
560,5,18,8,922
560,6,59,8,922
560,7,77,8,922
560,8,56,8,922
560,9,35,8,922
560,10,77,8,922
560,11,97,8,922
560,12,55,8,922
560,13,71,8,922
560,14,17,8,922
560,15,60,8,922
560,16,0,8,922
560,17,42,8,922
560,18,92,8,922
560,19,15,8,922
560,20,96,8,922
561,1,62,4,457
561,2,15,4,457
561,3,27,4,457
561,4,96,4,457
561,5,25,4,457
561,6,74,4,457
561,7,80,4,457
561,8,67,4,457
561,9,7,4,457
561,10,15,4,457
561,11,62,4,457
561,12,65,4,457
561,13,91,4,457
561,14,43,4,457
561,15,0,4,457
561,16,92,4,457
561,17,16,4,457
561,18,57,4,457
561,19,13,4,457
561,20,27,4,457
562,1,53,8,351
562,2,10,8,351
562,3,72,8,351
562,4,36,8,351
562,5,49,8,351
562,6,19,8,351
562,7,51,8,351
562,8,100,8,351
562,9,62,8,351
562,10,12,8,351
562,11,75,8,351
562,12,50,8,351
562,13,34,8,351
562,14,36,8,351
562,15,28,8,351
562,16,3,8,351
562,17,76,8,351
562,18,59,8,351
562,19,80,8,351
562,20,74,8,351
563,1,42,8,321
563,2,65,8,321
563,3,51,8,321
563,4,64,8,321
563,5,1,8,321
563,6,46,8,321
563,7,81,8,321
563,8,0,8,321
563,9,76,8,321
563,10,3,8,321
563,11,91,8,321
563,12,34,8,321
563,13,10,8,321
563,14,28,8,321
563,15,67,8,321
563,16,28,8,321
563,17,90,8,321
563,18,75,8,321
563,19,84,8,321
563,20,80,8,321
564,1,68,4,927
564,2,4,4,927
564,3,79,4,927
564,4,50,4,927
564,5,47,4,927
564,6,89,4,927
564,7,3,4,927
564,8,22,4,927
564,9,52,4,927
564,10,35,4,927
564,11,21,4,927
564,12,70,4,927
564,13,85,4,927
564,14,12,4,927
564,15,56,4,927
564,16,64,4,927
564,17,66,4,927
564,18,22,4,927
564,19,38,4,927
564,20,93,4,927
565,1,18,3,902
565,2,11,3,902
565,3,49,3,902
565,4,43,3,902
565,5,16,3,902
565,6,15,3,902
565,7,81,3,902
565,8,39,3,902
565,9,92,3,902
565,10,24,3,902
565,11,91,3,902
565,12,66,3,902
565,13,66,3,902
565,14,56,3,902
565,15,2,3,902
565,16,79,3,902
565,17,15,3,902
565,18,6,3,902
565,19,33,3,902
565,20,3,3,902
566,1,88,7,392
566,2,33,7,392
566,3,100,7,392
566,4,26,7,392
566,5,57,7,392
566,6,61,7,392
566,7,94,7,392
566,8,66,7,392
566,9,28,7,392
566,10,19,7,392
566,11,88,7,392
566,12,26,7,392
566,13,49,7,392
566,14,73,7,392
566,15,98,7,392
566,16,25,7,392
566,17,56,7,392
566,18,65,7,392
566,19,21,7,392
566,20,81,7,392
567,1,56,9,987
567,2,51,9,987
567,3,80,9,987
567,4,90,9,987
567,5,77,9,987
567,6,79,9,987
567,7,55,9,987
567,8,18,9,987
567,9,12,9,987
567,10,71,9,987
567,11,24,9,987
567,12,86,9,987
567,13,14,9,987
567,14,90,9,987
567,15,78,9,987
567,16,62,9,987
567,17,25,9,987
567,18,14,9,987
567,19,7,9,987
567,20,35,9,987
568,1,51,6,755
568,2,27,6,755
568,3,1,6,755
568,4,17,6,755
568,5,91,6,755
568,6,68,6,755
568,7,46,6,755
568,8,37,6,755
568,9,40,6,755
568,10,69,6,755
568,11,59,6,755
568,12,8,6,755
568,13,2,6,755
568,14,52,6,755
568,15,22,6,755
568,16,24,6,755
568,17,52,6,755
568,18,18,6,755
568,19,21,6,755
568,20,80,6,755
569,1,91,2,298
569,2,58,2,298
569,3,55,2,298
569,4,14,2,298
569,5,45,2,298
569,6,92,2,298
569,7,95,2,298
569,8,89,2,298
569,9,44,2,298
569,10,15,2,298
569,11,52,2,298
569,12,8,2,298
569,13,0,2,298
569,14,48,2,298
569,15,20,2,298
569,16,49,2,298
569,17,9,2,298
569,18,68,2,298
569,19,45,2,298
569,20,53,2,298
570,1,14,8,420
570,2,6,8,420
570,3,34,8,420
570,4,3,8,420
570,5,7,8,420
570,6,77,8,420
570,7,7,8,420
570,8,8,8,420
570,9,64,8,420
570,10,76,8,420
570,11,23,8,420
570,12,96,8,420
570,13,23,8,420
570,14,57,8,420
570,15,6,8,420
570,16,54,8,420
570,17,77,8,420
570,18,66,8,420
570,19,88,8,420
570,20,98,8,420
571,1,4,4,306
571,2,31,4,306
571,3,10,4,306
571,4,85,4,306
571,5,56,4,306
571,6,26,4,306
571,7,97,4,306
571,8,99,4,306
571,9,39,4,306
571,10,2,4,306
571,11,40,4,306
571,12,55,4,306
571,13,86,4,306
571,14,44,4,306
571,15,15,4,306
571,16,38,4,306
571,17,69,4,306
571,18,31,4,306
571,19,61,4,306
571,20,39,4,306
572,1,3,3,818
572,2,15,3,818
572,3,32,3,818
572,4,49,3,818
572,5,68,3,818
572,6,37,3,818
572,7,43,3,818
572,8,50,3,818
572,9,5,3,818
572,10,99,3,818
572,11,18,3,818
572,12,75,3,818
572,13,87,3,818
572,14,62,3,818
572,15,21,3,818
572,16,37,3,818
572,17,32,3,818
572,18,66,3,818
572,19,65,3,818
572,20,73,3,818
573,1,100,6,577
573,2,26,6,577
573,3,12,6,577
573,4,11,6,577
573,5,1,6,577
573,6,24,6,577
573,7,71,6,577
573,8,68,6,577
573,9,20,6,577
573,10,73,6,577
573,11,52,6,577
573,12,23,6,577
573,13,39,6,577
573,14,48,6,577
573,15,63,6,577
573,16,30,6,577
573,17,56,6,577
573,18,63,6,577
573,19,87,6,577
573,20,29,6,577
574,1,92,3,422
574,2,39,3,422
574,3,17,3,422
574,4,34,3,422
574,5,92,3,422
574,6,30,3,422
574,7,92,3,422
574,8,82,3,422
574,9,60,3,422
574,10,49,3,422
574,11,41,3,422
574,12,5,3,422
574,13,33,3,422
574,14,12,3,422
574,15,90,3,422
574,16,96,3,422
574,17,86,3,422
574,18,23,3,422
574,19,50,3,422
574,20,38,3,422
575,1,57,10,706
575,2,96,10,706
575,3,35,10,706
575,4,76,10,706
575,5,43,10,706
575,6,13,10,706
575,7,56,10,706
575,8,13,10,706
575,9,100,10,706
575,10,40,10,706
575,11,12,10,706
575,12,82,10,706
575,13,35,10,706
575,14,45,10,706
575,15,62,10,706
575,16,85,10,706
575,17,53,10,706
575,18,23,10,706
575,19,89,10,706
575,20,71,10,706
576,1,5,9,262
576,2,69,9,262
576,3,83,9,262
576,4,11,9,262
576,5,66,9,262
576,6,95,9,262
576,7,47,9,262
576,8,19,9,262
576,9,79,9,262
576,10,32,9,262
576,11,93,9,262
576,12,61,9,262
576,13,31,9,262
576,14,25,9,262
576,15,55,9,262
576,16,49,9,262
576,17,90,9,262
576,18,18,9,262
576,19,18,9,262
576,20,90,9,262
577,1,7,8,305
577,2,30,8,305
577,3,6,8,305
577,4,30,8,305
577,5,78,8,305
577,6,62,8,305
577,7,83,8,305
577,8,36,8,305
577,9,32,8,305
577,10,3,8,305
577,11,14,8,305
577,12,4,8,305
577,13,17,8,305
577,14,52,8,305
577,15,100,8,305
577,16,14,8,305
577,17,68,8,305
577,18,88,8,305
577,19,54,8,305
577,20,41,8,305
578,1,99,10,374
578,2,20,10,374
578,3,64,10,374
578,4,16,10,374
578,5,66,10,374
578,6,92,10,374
578,7,23,10,374
578,8,56,10,374
578,9,61,10,374
578,10,72,10,374
578,11,56,10,374
578,12,64,10,374
578,13,74,10,374
578,14,68,10,374
578,15,24,10,374
578,16,15,10,374
578,17,81,10,374
578,18,26,10,374
578,19,14,10,374
578,20,91,10,374
579,1,4,9,204
579,2,92,9,204
579,3,77,9,204
579,4,90,9,204
579,5,50,9,204
579,6,21,9,204
579,7,83,9,204
579,8,16,9,204
579,9,87,9,204
579,10,44,9,204
579,11,39,9,204
579,12,49,9,204
579,13,55,9,204
579,14,7,9,204
579,15,75,9,204
579,16,18,9,204
579,17,32,9,204
579,18,62,9,204
579,19,79,9,204
579,20,37,9,204
580,1,2,9,124
580,2,11,9,124
580,3,17,9,124
580,4,75,9,124
580,5,36,9,124
580,6,92,9,124
580,7,76,9,124
580,8,58,9,124
580,9,100,9,124
580,10,71,9,124
580,11,75,9,124
580,12,7,9,124
580,13,96,9,124
580,14,16,9,124
580,15,94,9,124
580,16,13,9,124
580,17,92,9,124
580,18,79,9,124
580,19,21,9,124
580,20,76,9,124
581,1,1,2,886
581,2,11,2,886
581,3,40,2,886
581,4,1,2,886
581,5,38,2,886
581,6,93,2,886
581,7,17,2,886
581,8,94,2,886
581,9,25,2,886
581,10,46,2,886
581,11,63,2,886
581,12,67,2,886
581,13,1,2,886
581,14,77,2,886
581,15,92,2,886
581,16,4,2,886
581,17,60,2,886
581,18,22,2,886
581,19,22,2,886
581,20,61,2,886
582,1,96,5,210
582,2,94,5,210
582,3,3,5,210
582,4,53,5,210
582,5,5,5,210
582,6,38,5,210
582,7,7,5,210
582,8,76,5,210
582,9,57,5,210
582,10,76,5,210
582,11,61,5,210
582,12,37,5,210
582,13,17,5,210
582,14,39,5,210
582,15,70,5,210
582,16,55,5,210
582,17,19,5,210
582,18,42,5,210
582,19,98,5,210
582,20,23,5,210
583,1,64,4,681
583,2,97,4,681
583,3,82,4,681
583,4,25,4,681
583,5,0,4,681
583,6,22,4,681
583,7,60,4,681
583,8,9,4,681
583,9,93,4,681
583,10,97,4,681
583,11,57,4,681
583,12,48,4,681
583,13,76,4,681
583,14,42,4,681
583,15,86,4,681
583,16,86,4,681
583,17,14,4,681
583,18,0,4,681
583,19,25,4,681
583,20,11,4,681
584,1,3,4,287
584,2,15,4,287
584,3,70,4,287
584,4,46,4,287
584,5,100,4,287
584,6,53,4,287
584,7,28,4,287
584,8,39,4,287
584,9,95,4,287
584,10,70,4,287
584,11,17,4,287
584,12,9,4,287
584,13,53,4,287
584,14,51,4,287
584,15,58,4,287
584,16,84,4,287
584,17,52,4,287
584,18,88,4,287
584,19,73,4,287
584,20,50,4,287
585,1,77,3,438
585,2,99,3,438
585,3,15,3,438
585,4,30,3,438
585,5,27,3,438
585,6,56,3,438
585,7,3,3,438
585,8,30,3,438
585,9,31,3,438
585,10,90,3,438
585,11,25,3,438
585,12,76,3,438
585,13,12,3,438
585,14,68,3,438
585,15,51,3,438
585,16,17,3,438
585,17,1,3,438
585,18,24,3,438
585,19,1,3,438
585,20,93,3,438
586,1,79,4,580
586,2,23,4,580
586,3,26,4,580
586,4,94,4,580
586,5,86,4,580
586,6,89,4,580
586,7,48,4,580
586,8,81,4,580
586,9,84,4,580
586,10,57,4,580
586,11,59,4,580
586,12,34,4,580
586,13,70,4,580
586,14,33,4,580
586,15,69,4,580
586,16,34,4,580
586,17,89,4,580
586,18,3,4,580
586,19,73,4,580
586,20,85,4,580
587,1,39,4,242
587,2,81,4,242
587,3,54,4,242
587,4,7,4,242
587,5,16,4,242
587,6,38,4,242
587,7,20,4,242
587,8,46,4,242
587,9,91,4,242
587,10,86,4,242
587,11,13,4,242
587,12,84,4,242
587,13,54,4,242
587,14,36,4,242
587,15,76,4,242
587,16,65,4,242
587,17,89,4,242
587,18,50,4,242
587,19,88,4,242
587,20,91,4,242
588,1,2,7,618
588,2,37,7,618
588,3,71,7,618
588,4,41,7,618
588,5,77,7,618
588,6,73,7,618
588,7,17,7,618
588,8,69,7,618
588,9,74,7,618
588,10,98,7,618
588,11,21,7,618
588,12,46,7,618
588,13,17,7,618
588,14,21,7,618
588,15,11,7,618
588,16,30,7,618
588,17,24,7,618
588,18,54,7,618
588,19,62,7,618
588,20,33,7,618
589,1,32,5,275
589,2,36,5,275
589,3,92,5,275
589,4,74,5,275
589,5,69,5,275
589,6,42,5,275
589,7,27,5,275
589,8,65,5,275
589,9,9,5,275
589,10,70,5,275
589,11,23,5,275
589,12,99,5,275
589,13,98,5,275
589,14,54,5,275
589,15,31,5,275
589,16,91,5,275
589,17,27,5,275
589,18,92,5,275
589,19,99,5,275
589,20,87,5,275
590,1,45,6,466
590,2,47,6,466
590,3,63,6,466
590,4,15,6,466
590,5,1,6,466
590,6,12,6,466
590,7,53,6,466
590,8,2,6,466
590,9,12,6,466
590,10,35,6,466
590,11,70,6,466
590,12,20,6,466
590,13,4,6,466
590,14,77,6,466
590,15,61,6,466
590,16,64,6,466
590,17,93,6,466
590,18,45,6,466
590,19,53,6,466
590,20,48,6,466
591,1,12,3,690
591,2,88,3,690
591,3,37,3,690
591,4,1,3,690
591,5,11,3,690
591,6,25,3,690
591,7,81,3,690
591,8,49,3,690
591,9,16,3,690
591,10,34,3,690
591,11,66,3,690
591,12,83,3,690
591,13,90,3,690
591,14,83,3,690
591,15,55,3,690
591,16,25,3,690
591,17,72,3,690
591,18,46,3,690
591,19,34,3,690
591,20,8,3,690
592,1,5,3,711
592,2,1,3,711
592,3,41,3,711
592,4,75,3,711
592,5,75,3,711
592,6,66,3,711
592,7,43,3,711
592,8,57,3,711
592,9,24,3,711
592,10,92,3,711
592,11,78,3,711
592,12,59,3,711
592,13,10,3,711
592,14,96,3,711
592,15,13,3,711
592,16,2,3,711
592,17,17,3,711
592,18,34,3,711
592,19,99,3,711
592,20,50,3,711
593,1,90,8,235
593,2,67,8,235
593,3,38,8,235
593,4,72,8,235
593,5,99,8,235
593,6,61,8,235
593,7,1,8,235
593,8,16,8,235
593,9,51,8,235
593,10,59,8,235
593,11,96,8,235
593,12,78,8,235
593,13,19,8,235
593,14,49,8,235
593,15,94,8,235
593,16,100,8,235
593,17,91,8,235
593,18,68,8,235
593,19,75,8,235
593,20,49,8,235
594,1,0,4,169
594,2,100,4,169
594,3,17,4,169
594,4,49,4,169
594,5,47,4,169
594,6,21,4,169
594,7,4,4,169
594,8,74,4,169
594,9,97,4,169
594,10,1,4,169
594,11,63,4,169
594,12,53,4,169
594,13,47,4,169
594,14,8,4,169
594,15,97,4,169
594,16,87,4,169
594,17,41,4,169
594,18,73,4,169
594,19,51,4,169
594,20,72,4,169
595,1,43,6,314
595,2,94,6,314
595,3,25,6,314
595,4,21,6,314
595,5,3,6,314
595,6,7,6,314
595,7,31,6,314
595,8,83,6,314
595,9,8,6,314
595,10,76,6,314
595,11,4,6,314
595,12,39,6,314
595,13,6,6,314
595,14,67,6,314
595,15,87,6,314
595,16,68,6,314
595,17,1,6,314
595,18,41,6,314
595,19,47,6,314
595,20,89,6,314
596,1,15,1,157
596,2,33,1,157
596,3,27,1,157
596,4,57,1,157
596,5,48,1,157
596,6,12,1,157
596,7,5,1,157
596,8,10,1,157
596,9,73,1,157
596,10,13,1,157
596,11,25,1,157
596,12,34,1,157
596,13,37,1,157
596,14,29,1,157
596,15,10,1,157
596,16,13,1,157
596,17,38,1,157
596,18,19,1,157
596,19,76,1,157
596,20,7,1,157
597,1,59,2,848
597,2,8,2,848
597,3,92,2,848
597,4,65,2,848
597,5,72,2,848
597,6,65,2,848
597,7,77,2,848
597,8,70,2,848
597,9,65,2,848
597,10,28,2,848
597,11,54,2,848
597,12,95,2,848
597,13,69,2,848
597,14,41,2,848
597,15,14,2,848
597,16,35,2,848
597,17,85,2,848
597,18,49,2,848
597,19,73,2,848
597,20,75,2,848
598,1,1,4,251
598,2,63,4,251
598,3,59,4,251
598,4,41,4,251
598,5,80,4,251
598,6,90,4,251
598,7,28,4,251
598,8,15,4,251
598,9,9,4,251
598,10,27,4,251
598,11,26,4,251
598,12,27,4,251
598,13,86,4,251
598,14,85,4,251
598,15,58,4,251
598,16,1,4,251
598,17,2,4,251
598,18,66,4,251
598,19,61,4,251
598,20,79,4,251
599,1,12,3,671
599,2,81,3,671
599,3,2,3,671
599,4,43,3,671
599,5,49,3,671
599,6,66,3,671
599,7,63,3,671
599,8,11,3,671
599,9,85,3,671
599,10,40,3,671
599,11,60,3,671
599,12,38,3,671
599,13,19,3,671
599,14,71,3,671
599,15,39,3,671
599,16,49,3,671
599,17,22,3,671
599,18,81,3,671
599,19,97,3,671
599,20,95,3,671
600,1,51,6,424
600,2,95,6,424
600,3,63,6,424
600,4,42,6,424
600,5,69,6,424
600,6,48,6,424
600,7,73,6,424
600,8,79,6,424
600,9,19,6,424
600,10,12,6,424
600,11,53,6,424
600,12,61,6,424
600,13,68,6,424
600,14,1,6,424
600,15,31,6,424
600,16,70,6,424
600,17,67,6,424
600,18,3,6,424
600,19,32,6,424
600,20,51,6,424
601,1,14,6,652
601,2,72,6,652
601,3,53,6,652
601,4,77,6,652
601,5,23,6,652
601,6,20,6,652
601,7,50,6,652
601,8,93,6,652
601,9,43,6,652
601,10,56,6,652
601,11,16,6,652
601,12,100,6,652
601,13,45,6,652
601,14,62,6,652
601,15,13,6,652
601,16,49,6,652
601,17,86,6,652
601,18,49,6,652
601,19,38,6,652
601,20,8,6,652
602,1,74,5,654
602,2,41,5,654
602,3,21,5,654
602,4,0,5,654
602,5,34,5,654
602,6,27,5,654
602,7,79,5,654
602,8,35,5,654
602,9,33,5,654
602,10,44,5,654
602,11,68,5,654
602,12,85,5,654
602,13,9,5,654
602,14,17,5,654
602,15,64,5,654
602,16,9,5,654
602,17,9,5,654
602,18,8,5,654
602,19,50,5,654
602,20,63,5,654
603,1,36,1,368
603,2,24,1,368
603,3,52,1,368
603,4,50,1,368
603,5,27,1,368
603,6,8,1,368
603,7,81,1,368
603,8,100,1,368
603,9,47,1,368
603,10,38,1,368
603,11,46,1,368
603,12,98,1,368
603,13,51,1,368
603,14,68,1,368
603,15,23,1,368
603,16,46,1,368
603,17,73,1,368
603,18,27,1,368
603,19,100,1,368
603,20,87,1,368
604,1,23,8,873
604,2,61,8,873
604,3,67,8,873
604,4,52,8,873
604,5,79,8,873
604,6,65,8,873
604,7,29,8,873
604,8,59,8,873
604,9,35,8,873
604,10,83,8,873
604,11,4,8,873
604,12,60,8,873
604,13,33,8,873
604,14,24,8,873
604,15,60,8,873
604,16,74,8,873
604,17,17,8,873
604,18,56,8,873
604,19,91,8,873
604,20,92,8,873
605,1,92,3,790
605,2,90,3,790
605,3,34,3,790
605,4,86,3,790
605,5,91,3,790
605,6,4,3,790
605,7,92,3,790
605,8,24,3,790
605,9,67,3,790
605,10,42,3,790
605,11,38,3,790
605,12,64,3,790
605,13,51,3,790
605,14,30,3,790
605,15,30,3,790
605,16,94,3,790
605,17,19,3,790
605,18,15,3,790
605,19,68,3,790
605,20,66,3,790
606,1,36,3,817
606,2,72,3,817
606,3,66,3,817
606,4,70,3,817
606,5,31,3,817
606,6,96,3,817
606,7,67,3,817
606,8,4,3,817
606,9,13,3,817
606,10,6,3,817
606,11,14,3,817
606,12,94,3,817
606,13,63,3,817
